date,nav,nav_unit,live,total,invested,coupons,mquslva,ret
2021-06-07,55.29720808143707,1.128514450641573,49,49,49,3.749683333333316,155.18141360946836,0.010835306720241134
2021-06-08,55.297209128540196,1.1285144720110245,49,49,49,3.749683333333316,155.1814754582732,1.8935913059792142e-08
2021-06-09,55.286015865921655,1.1282860380800337,49,49,49,3.749683333333316,154.52032766800667,-0.00020242002797155045
2021-06-10,54.70721701532113,1.1164738166392068,49,49,49,3.749683333333316,155.99498979146804,-0.010469172747123112
2021-06-11,55.74454861344576,1.114890972268915,50,50,50,3.749683333333316,156.58472802161037,-0.0014177174123584102
2021-06-14,55.74776593225344,1.1149553186450687,50,50,50,3.749683333333316,157.16006558348,5.77153979663958e-05
2021-06-15,56.04658992116382,1.1209317984232765,50,50,50,3.749683333333316,156.39245604957782,0.0053602863525246125
2021-06-16,56.610795435328505,1.1322159087065702,50,50,50,3.749683333333316,154.44692376370116,0.01006672332711589
2021-06-17,56.89731476373341,1.1379462952746682,50,50,50,3.749683333333316,154.2369444672377,0.005061213611319282
2021-06-18,59.19937432734876,1.1607720456342894,51,51,51,3.749683333333316,149.6503525826858,0.020058723732750305
2021-06-21,58.481537244789884,1.1466968087213703,51,51,51,3.749683333333316,153.14545125652984,-0.012125754549187073
2021-06-22,57.64429509328377,1.1302802959467406,51,51,51,3.749683333333316,154.42334332546775,-0.014316349927697924
2021-06-23,58.21890977024737,1.1415472503970072,51,51,51,3.749683333333316,154.0910342575303,0.00996828352283119
2021-06-24,57.07115861874682,1.1190423258577809,51,51,51,3.749683333333316,155.55571462948606,-0.019714404753197523
2021-06-25,58.11453790489699,1.1175872674018652,52,52,52,3.749683333333316,156.38189042284637,-0.0013002711535511358
2021-06-28,57.81568077458608,1.111840014895886,52,52,52,3.749683333333316,157.13276655115266,-0.005142553672197958
2021-06-29,57.81588785035322,1.1118439971221774,52,52,52,3.749683333333316,157.16979690907294,3.5816540491229176e-06
2021-06-30,58.004270000000005,1.115466730769231,48,52,52,4.370649999999989,157.57688682992247,0.0032583111087800543
2021-07-01,58.004270000000005,1.115466730769231,48,52,52,4.370649999999989,159.35977777086228,0.0
2021-07-02,59.038303750000004,1.1139302594339624,49,53,53,4.370649999999989,161.97643528027461,-0.0013774246177732374
2021-07-06,59.3379600239992,1.1195841513962113,49,53,53,4.370649999999989,161.1517501078268,0.005075624720996208
2021-07-07,59.038303750000004,1.1139302594339624,49,53,53,4.370649999999989,162.34519999324303,-0.005049992852433682
2021-07-08,59.326355803296664,1.1193652038357862,49,53,53,4.370649999999989,159.0530924066657,0.004879070620260828
2021-07-09,60.0723375,1.1124506944444446,50,54,54,4.370649999999989,163.15625691854868,-0.006177170210086347
2021-07-12,60.0723375,1.1124506944444446,50,54,54,4.370649999999989,164.3128473548221,0.0
2021-07-13,60.37570129774085,1.1180685425507564,50,54,54,4.370649999999989,163.00096545191235,0.005049974919668188
2021-07-14,60.0723375,1.1124506944444446,50,54,54,4.370649999999989,163.3503507103186,-0.005024600811588287
2021-07-15,60.37095381504207,1.117980626204483,50,54,54,4.370649999999989,162.1361151999455,0.004970945487880796
2021-07-16,61.68027927572909,1.1214596231950744,51,55,55,4.370649999999989,159.43095007056993,0.0031118580313889144
2021-07-19,63.3308980889314,1.1514708743442073,51,55,55,4.370649999999989,154.57632791426556,0.026760884233736126
2021-07-20,61.97681411052322,1.1268511656458768,51,55,55,4.370649999999989,158.96922553141917,-0.02138109547265099
2021-07-21,61.70197430480529,1.121854078269187,51,55,55,4.370649999999989,161.39987409812485,-0.0044345584661357185
2021-07-22,61.70816456154394,1.121966628391708,51,55,55,4.370649999999989,161.9616684698519,0.00010032509994051253
2021-07-23,62.14040500000001,1.1096500892857144,52,56,56,4.370649999999989,165.0229393617073,-0.010977634088501276
2021-07-26,62.14040500000001,1.1096500892857144,52,56,56,4.370649999999989,165.76328378535374,0.0
2021-07-27,62.439687275259224,1.114994415629629,52,56,56,4.370649999999989,164.11383229741162,0.004816226660563583
2021-07-28,62.439027809211545,1.1149826394502063,52,56,56,4.370649999999989,163.99232270846912,-1.0561648791762579e-05
2021-07-29,62.14040500000001,1.1096500892857144,52,56,56,4.370649999999989,165.33670638206797,-0.004782630666896548
2021-07-30,63.96110658082009,1.122124676856493,49,57,57,5.003558333333338,163.45816533038482,0.01124191102332861
2021-08-02,64.54899198069069,1.132438455801591,49,57,57,5.003558333333338,162.8233364828085,0.009191295011879541
2021-08-03,63.67121208333334,1.1170388084795322,49,57,57,5.003558333333338,165.32981490969024,-0.013598661581267324
2021-08-04,63.96294555062788,1.1221569394846995,49,57,57,5.003558333333338,163.8027468234651,0.004581873938770187
2021-08-05,63.67121208333334,1.1170388084795322,49,57,57,5.003558333333338,165.6334312560731,-0.004560976121145366
2021-08-06,64.70524583333334,1.1156076867816092,50,58,58,5.003558333333338,166.10832738353048,-0.0012811745545985298
2021-08-09,65.00730001176468,1.1208155174442187,50,58,58,5.003558333333338,165.70733579446912,0.004668155951518704
2021-08-10,65.00888530062508,1.1208428500107772,50,58,58,5.003558333333338,166.00135358207032,2.438632061485535e-05
2021-08-11,64.70524583333334,1.1156076867816092,50,58,58,5.003558333333338,166.82664766961247,-0.0046707379443226005
2021-08-12,64.70524583333334,1.1156076867816092,50,58,58,5.003558333333338,167.83105544552552,0.0
2021-08-13,65.73927958333334,1.114225077683616,51,59,59,5.003558333333338,168.35239233899816,-0.0012393327102127039
2021-08-16,65.73927958333334,1.114225077683616,51,59,59,5.003558333333338,169.28649344335415,0.0
2021-08-17,66.03370994519662,1.1192154227999427,51,59,59,5.003558333333338,166.51291970371108,0.004478758570666264
2021-08-18,67.16683730049013,1.138420971194748,51,59,59,5.003558333333338,162.39372445367033,0.017159831792487923
2021-08-19,67.17754970324475,1.1386025373431314,51,59,59,5.003558333333338,162.7929290616816,0.00015948946213883985
2021-08-20,67.36577787458714,1.1227629645764523,52,60,60,5.003558333333338,165.73213666144252,-0.013911415307083286
2021-08-23,67.07745930112533,1.1179576550187555,52,60,60,5.003558333333338,168.33918125416037,-0.0042798967451775916
2021-08-24,66.77331333333333,1.1128885555555557,52,60,60,5.003558333333338,168.75615678501504,-0.004534249969525783
2021-08-25,66.77331333333333,1.1128885555555557,52,60,60,5.003558333333338,169.40470644240867,0.0
2021-08-26,67.07291872207173,1.1178819787011955,52,60,60,5.003558333333338,167.4856796812071,0.004486903132135511
2021-08-27,67.80734708333334,1.1115958538251367,53,61,61,5.003558333333338,170.20993919933107,-0.005623245562436097
2021-08-30,67.80734708333334,1.1115958538251367,53,61,61,5.003558333333338,171.71174056866286,0.0
2021-08-31,68.30412041666668,1.1197396789617489,49,61,61,5.636466666666687,171.15293906661643,0.007326246412838078
2021-09-01,68.30412041666668,1.1197396789617489,49,61,61,5.636466666666687,171.2029985830812,0.0
2021-09-02,68.30412041666668,1.1197396789617489,49,61,61,5.636466666666687,172.17832048517968,0.0
2021-09-03,69.33815416666667,1.1183573252688173,50,62,62,5.636466666666687,171.99086991221117,-0.001234531310182141
2021-09-07,69.63555022233392,1.1231540358440955,50,62,62,5.636466666666687,170.68115752559584,0.004289067963251458
2021-09-08,69.93058969008268,1.1279127369368174,50,62,62,5.636466666666687,170.13749098177072,0.004236908688259877
2021-09-09,69.91258054196317,1.1276222668058575,50,62,62,5.636466666666687,168.40277045128613,-0.0002575289040078754
2021-09-10,71.79357010073413,1.1395804777894307,51,63,63,5.636466666666687,165.56616623338158,0.010604802100482091
2021-09-13,71.20984511959348,1.1303150018983092,51,63,63,5.636466666666687,166.14321466715745,-0.008130602508297335
2021-09-14,72.35341351284119,1.1484668811562093,51,63,63,5.636466666666687,164.49533025549215,0.01605913327471975
2021-09-15,71.21965872285107,1.1304707733785884,51,63,63,5.636466666666687,166.77177359178302,-0.015669679355057697
2021-09-16,71.21208362295597,1.1303505336977138,51,63,63,5.636466666666687,166.286590268286,-0.00010636248517525981
2021-09-17,73.35820971988062,1.1462220268731347,52,64,64,5.636466666666687,163.702654737609,0.014041213501709615
2021-09-20,74.56689728656386,1.1651077701025603,52,64,64,5.636466666666687,158.97606146088629,0.016476513962085937
2021-09-21,74.54981897510507,1.1648409214860167,52,64,64,5.636466666666687,158.70809946490076,-0.00022903341938929067
2021-09-22,74.40666771293519,1.1626041830146123,52,64,64,5.636466666666687,161.19847260122998,-0.0019202093866610426
2021-09-23,73.38529374339306,1.1466452147405166,52,64,64,5.636466666666687,164.43694497509688,-0.013726914548607971
2021-09-24,74.43229473307562,1.1451122266627018,53,65,65,5.636466666666687,164.7885071239669,-0.00133693321884365
2021-09-27,74.69586569036763,1.1491671644671941,53,65,65,5.636466666666687,163.828071125169,0.003541083319239302
2021-09-28,76.02887572663994,1.169675011179076,53,65,65,5.636466666666687,157.19166119654068,0.017845834223248147
2021-09-29,75.7799265309701,1.1658450235533862,53,65,65,5.636466666666687,157.6224199800962,-0.003274403222335187
2021-09-30,77.80591627095608,1.1970140964762472,49,65,65,6.269375000000036,153.86505332073085,0.026735176882996647
2021-10-01,77.49333732160132,1.174141474569717,50,66,66,6.269375000000036,157.2970844926433,-0.019108063951679743
2021-10-04,79.12485263811365,1.1988614036077827,50,66,66,6.269375000000036,153.86711309280827,0.02105362051632209
2021-10-05,78.01439850897643,1.1820363410450974,50,66,66,6.269375000000036,156.49828742887917,-0.014034201544943392
2021-10-06,77.23455781808488,1.170220573001286,50,66,66,6.269375000000036,157.51139397686248,-0.00999611233049269
2021-10-07,77.09090937269667,1.168044081404495,50,66,66,6.269375000000036,159.6246204555177,-0.001859898592629361
2021-10-08,78.37447707923165,1.1697683146153979,51,67,67,6.269375000000036,159.06864790215516,0.0014761713520516917
2021-10-11,79.09884985004082,1.1805798485080718,51,67,67,6.269375000000036,156.9779274339449,0.009242457465800547
2021-10-12,79.59234561492165,1.1879454569391292,51,67,67,6.269375000000036,156.21697174216467,0.006238975229303945
2021-10-13,79.10444731336223,1.1806633927367496,51,67,67,6.269375000000036,157.04414435029327,-0.006129965108956026
2021-10-14,77.98662325316128,1.1639794515397206,51,67,67,6.269375000000036,161.98729214457086,-0.014130988814988199
2021-10-15,78.26423837137975,1.150944681932055,52,68,68,6.269375000000036,164.1854121171925,-0.011198453366529026
2021-10-18,77.72232504098193,1.1429753682497343,52,68,68,6.269375000000036,165.31366825943275,-0.006924150054668843
2021-10-19,76.88653456426533,1.1306843318274313,52,68,68,6.269375000000036,167.87613507299017,-0.010753544445253116
2021-10-20,76.60954839325913,1.1266110057832226,52,68,68,6.269375000000036,169.1340056502297,-0.003602531608114967
2021-10-21,76.62000716771328,1.1267648112899011,52,68,68,6.269375000000036,170.15866278908345,0.00013652050786738812
2021-10-22,77.64939012203963,1.12535348002956,53,69,69,6.269375000000036,169.70301944298558,-0.0012525517714078171
2021-10-25,77.36871510787952,1.1212857262011524,53,69,69,6.269375000000036,171.46474908731682,-0.0036146454430484587
2021-10-26,77.07316375,1.1170023731884058,53,69,69,6.269375000000036,172.1058118131435,-0.0038200370455605537
2021-10-27,77.65310285166785,1.1254072877053312,53,69,69,6.269375000000036,170.06675947150174,0.007524527000720704
2021-10-28,77.07316375,1.1170023731884058,53,69,69,6.269375000000036,173.79239256663294,-0.007468331339903322
2021-10-29,78.58187875,1.122598267857143,49,70,70,6.914225000000052,174.49323252231812,0.005009742864524158
2021-11-01,78.58187875,1.122598267857143,49,70,70,6.914225000000052,175.10385174265997,0.0
2021-11-02,78.58187875,1.122598267857143,49,70,70,6.914225000000052,176.4253201605854,0.0
2021-11-03,78.58187875,1.122598267857143,49,70,70,6.914225000000052,178.8128449205885,0.0
2021-11-04,78.58187875,1.122598267857143,49,70,70,6.914225000000052,180.3553403427622,0.0
2021-11-05,79.61591250000001,1.1213508802816903,50,71,71,6.914225000000052,181.73681847478343,-0.0011111611439003077
2021-11-08,79.61591250000001,1.1213508802816903,50,71,71,6.914225000000052,182.01186025601461,0.0
2021-11-09,79.91448555539215,1.125556134582988,50,71,71,6.914225000000052,180.59172288894567,0.0037501681010332355
2021-11-10,79.89860671935901,1.1253324890050564,50,71,71,6.914225000000052,177.36964987652954,-0.00019869784461212792
2021-11-11,79.89930440462078,1.125342315558039,50,71,71,6.914225000000052,177.5112215161915,8.732133017330668e-06
2021-11-12,80.94643170169817,1.1242559958569192,51,72,72,6.914225000000052,180.16811428760036,-0.0009653237829071459
2021-11-15,81.24993852311248,1.1284713683765621,51,72,72,6.914225000000052,180.09644900337747,0.003749477463475648
2021-11-16,80.95311654314857,1.1243488408770634,51,72,72,6.914225000000052,181.52457688880497,-0.0036531963637052023
2021-11-17,80.94778075620762,1.124274732725106,51,72,72,6.914225000000052,180.44185929750674,-6.591206328787624e-05
2021-11-18,80.95391432267046,1.1243599211482007,51,72,72,6.914225000000052,181.68645927501925,7.577189152718766e-05
2021-11-19,81.98492178331803,1.123081120319425,52,73,73,6.914225000000052,181.07237615016686,-0.0011373589583927313
2021-11-22,82.58010911862898,1.1312343714880682,52,73,73,6.914225000000052,179.87737487429482,0.007259717059729498
2021-11-23,82.28246525174919,1.1271570582431396,52,73,73,6.914225000000052,180.3966082821587,-0.003604304596548924
2021-11-24,81.98526412010392,1.1230858098644372,52,73,73,6.914225000000052,181.14184182867425,-0.0036119619257392044
2021-11-26,83.80342571642564,1.1324787258976436,53,74,74,6.914225000000052,173.03375944793086,0.008363489192638074
2021-11-29,83.55333377165627,1.129099105022382,53,74,74,6.914225000000052,175.78122315590304,-0.002984268753113084
2021-11-30,84.82741950917533,1.1463164798537206,49,74,74,7.5471333333334005,171.65865888292714,0.01524877201191055
2021-12-01,85.31707671357195,1.1529334691023236,49,74,74,7.5471333333334005,169.13292742573626,0.005772393021382216
2021-12-02,84.55176686399311,1.142591444108015,49,74,74,7.5471333333334005,172.02408997143485,-0.008970183684892996
2021-12-03,86.09860850441382,1.1479814467255176,50,75,75,7.5471333333334005,170.20122279468865,0.004717349009829563
2021-12-06,85.59596231281758,1.1412794975042344,50,75,75,7.5471333333334005,172.43633975369036,-0.0058380292124056155
2021-12-07,85.07753019326641,1.1343670692435521,50,75,75,7.5471333333334005,176.46714094874133,-0.006056735686392756
2021-12-08,85.08594356047864,1.1344792474730485,50,75,75,7.5471333333334005,177.04347803097554,9.889059065448791e-05
2021-12-09,85.06410504755851,1.1341880673007803,50,75,75,7.5471333333334005,175.547484274942,-0.00025666416809022596
2021-12-10,86.12541134158703,1.1332290965998293,51,76,76,7.5471333333334005,177.41572300195762,-0.0008455129520390514
2021-12-13,86.66021478138737,1.1402659839656233,51,76,76,7.5471333333334005,174.31964316447917,0.006209589382153657
2021-12-14,87.17627583511283,1.1470562609883268,51,76,76,7.5471333333334005,171.8213170566863,0.005954993938421582
2021-12-15,86.4219094652119,1.1371303877001566,51,76,76,7.5471333333334005,177.0228664395697,-0.008653344762372783
2021-12-16,86.65392069647004,1.1401831670588163,51,76,76,7.5471333333334005,174.06386714078985,0.002684634402246422
2021-12-17,88.16976199871178,1.145061844139114,52,77,77,7.5471333333334005,170.65092925056015,0.004278853802834659
2021-12-20,89.45909003946032,1.1618063641488354,52,77,77,7.5471333333334005,167.4442766685892,0.014623245107176164
2021-12-21,87.93675131042862,1.1420357313042677,52,77,77,7.5471333333334005,172.2222489356509,-0.017017149720170544
2021-12-22,87.41646390651789,1.1352787520327,52,77,77,7.5471333333334005,175.01334952508387,-0.0059166093374775075
2021-12-23,87.4501132892566,1.1357157570033325,52,77,77,7.5471333333334005,176.7261202399804,0.00038493186792232237
2021-12-27,86.61364792504565,1.1248525704551384,52,77,77,7.5471333333334005,181.4302103916865,-0.009565057525359522
2021-12-28,86.9095473196106,1.1286954197352026,52,77,77,7.5471333333334005,181.00935167659205,0.00341631372945983
2021-12-29,86.613696944474,1.1248532070710908,52,77,77,7.5471333333334005,181.44032581808034,-0.0034041182385706747
2021-12-30,86.90284901036615,1.128608428706054,52,77,77,7.5471333333334005,180.31950105201483,0.003338410391113378
2021-12-31,88.73477674492898,1.1376253428837049,50,78,78,8.18004166666675,179.33334124085133,0.007989408858118052
2022-01-03,88.17331357708787,1.1304270971421522,50,78,78,8.18004166666675,181.59194199659677,-0.006327430895048725
2022-01-04,88.17189421719853,1.130408900220494,50,78,78,8.18004166666675,181.29399946881975,-1.609738629249069e-05
2022-01-05,89.49788690331853,1.1474088064528016,50,78,78,8.18004166666675,174.08263078154081,0.015038722916098424
2022-01-06,89.48613470467096,1.1472581372393713,50,78,78,8.18004166666675,173.6787980312987,-0.00013131258238818777
2022-01-07,90.76477032707437,1.1489211433806883,51,79,79,8.18004166666675,172.18634948194358,0.0014495483512704244
2022-01-10,91.32722858497206,1.1560408681642034,51,79,79,8.18004166666675,171.66466897603192,0.006196878545176254
2022-01-11,90.25869391161288,1.1425151128052264,51,79,79,8.18004166666675,174.53978751183575,-0.011700066780905294
2022-01-12,90.27947927671778,1.14277821869263,51,79,79,8.18004166666675,175.39778055343126,0.0002302865707899393
2022-01-13,91.28360459762541,1.1554886657927268,51,79,79,8.18004166666675,170.67696021786486,0.011122409311089099
2022-01-14,92.32659785609441,1.15408247320118,52,80,80,8.18004166666675,170.8798161584137,-0.0012169678796304373
2022-01-18,94.4759676271946,1.1809495953399325,52,80,80,8.18004166666675,165.09156252550167,0.02328007119303077
2022-01-19,95.80404822449142,1.197550602806143,52,80,80,8.18004166666675,162.11850007563453,0.014057337867525055
2022-01-20,96.2101318353115,1.2026266479413938,52,80,80,8.18004166666675,158.80042625348793,0.00423868947446282
2022-01-21,98.72712459342907,1.2188533900423342,53,81,81,8.18004166666675,153.2687292739919,0.013492751161565009
2022-01-24,98.81274720576094,1.219910459330382,53,81,81,8.18004166666675,153.74373025032523,0.0008672653304193645
2022-01-25,98.94083043037764,1.221491733708366,53,81,81,8.18004166666675,151.43293598881397,0.0012962216742136157
2022-01-26,99.13105560511988,1.2238401926558011,53,81,81,8.18004166666675,151.11808518108796,0.001922615505800751
2022-01-27,99.18145919983998,1.2244624592572837,53,81,81,8.18004166666675,150.09121026914713,0.0005084541308715274
2022-01-28,99.21762982606297,1.2099710954397924,54,82,82,8.18004166666675,154.48502623613047,-0.01183487799722438
2022-01-31,98.56222041974151,1.2019782978017257,50,82,82,8.824891666666765,158.13520198309692,-0.006605775681907122
2022-02-01,98.1935384190985,1.1974821758426646,50,82,82,8.824891666666765,159.46582322900932,-0.0037406016125948183
2022-02-02,98.42081018732799,1.2002537827722926,50,82,82,8.824891666666765,161.32412310437385,0.0023145287550334626
2022-02-03,99.35009908656637,1.2115865742264191,50,82,82,8.824891666666765,156.30156644570187,0.009441996031831268
2022-02-04,100.01253292953454,1.2049702762594523,51,83,83,8.824891666666765,157.27935107464066,-0.0054608544760338384
2022-02-07,100.69121020311589,1.2131471108809142,51,83,83,8.824891666666765,156.35482030471445,0.006785922260958088
2022-02-08,99.61651924015709,1.2001990269898444,51,83,83,8.824891666666765,158.28812487682382,-0.010673135825767788
2022-02-09,99.50137002397679,1.198811687035865,51,83,83,8.824891666666765,161.70454616217054,-0.0011559249114365677
2022-02-10,100.311021431782,1.2085665232744818,51,83,83,8.824891666666765,157.24074418686783,0.008137088038185691
2022-02-11,102.9229780707049,1.2252735484607726,52,84,84,8.824891666666765,152.69781177326232,0.013823835812549978
2022-02-14,103.31647980016365,1.229958092859091,52,84,84,8.824891666666765,151.90617744185232,0.0038232641226958464
2022-02-15,101.99632723655132,1.2142419909113253,52,84,84,8.824891666666765,154.92882276265703,-0.01277775400561243
2022-02-16,102.01861694039653,1.2145073445285302,52,84,84,8.824891666666765,155.06143480990454,0.00021853437715968482
2022-02-17,103.58635891057227,1.2331709394115746,52,84,84,8.824891666666765,150.81944131999302,0.015367214506462723
2022-02-18,104.5694728872828,1.2302290927915625,53,85,85,8.824891666666765,149.39590504487512,-0.002385595156350284
2022-02-22,104.43233057129132,1.2286156537798978,53,85,85,8.824891666666765,147.44449571954897,-0.001311494762332055
2022-02-23,103.64892374946226,1.21939910293485,53,85,85,8.824891666666765,143.9807646504411,-0.007501573674967066
2022-02-24,104.25447319784335,1.2265232140922748,53,85,85,8.824891666666765,146.658122543932,0.005842312939445593
2022-02-25,105.64100708621403,1.22838380332807,54,86,86,8.824891666666765,150.7570236728136,0.0015169621042780967
2022-02-28,106.13075531111538,1.2340785501292486,50,86,86,9.469741666666781,150.2491674609537,0.0046359670208526715
2022-03-01,106.00620184746288,1.232630254040266,50,86,86,9.469741666666781,147.25931029040288,-0.0011735850111249668
2022-03-02,106.22901252132358,1.235221075829344,50,86,86,9.469741666666781,150.70216124665737,0.0021018645133736857
2022-03-03,106.00228464732386,1.2325847052014403,50,86,86,9.469741666666781,149.65688103006985,-0.00213433099506799
2022-03-04,107.23413942554136,1.2325763152361076,51,87,87,9.469741666666781,148.11018202111987,-6.806806296832946e-06
2022-03-07,106.4103846605112,1.2231078696610482,51,87,87,9.469741666666781,143.28846306851148,-0.007681833131156335
2022-03-08,106.13664840879949,1.2199614759632125,51,87,87,9.469741666666781,142.11832726244302,-0.0025724580602263236
2022-03-09,107.06342105072295,1.230614035065781,51,87,87,9.469741666666781,146.0799868731751,0.00873188154909399
2022-03-10,106.89438359499671,1.2286710758045598,51,87,87,9.469741666666781,145.35740527035423,-0.0015788534876552962
2022-03-11,107.4375692700261,1.2208814689775693,52,88,88,9.469741666666781,143.2591851615032,-0.00633986343488202
2022-03-14,107.44238686964229,1.2209362144277534,52,88,88,9.469741666666781,142.01266325490207,4.484092155965236e-05
2022-03-15,107.94703555696722,1.2266708586019002,52,88,88,9.469741666666781,145.43699223165513,0.004696923644643247
2022-03-16,108.49496009460543,1.2328972738023345,52,88,88,9.469741666666781,149.10534844068127,0.005075864610928127
2022-03-17,107.61228010746319,1.2228668194029908,52,88,88,9.469741666666781,151.1629816406033,-0.008135677328905966
2022-03-18,108.49399821387958,1.2190336877963999,53,89,89,9.469741666666781,153.13105671374095,-0.0031345454351785484
2022-03-21,108.7702064172378,1.222137150755481,53,89,89,9.469741666666781,152.98849852635618,0.002545838552411972
2022-03-22,107.3581658803001,1.206271526744945,53,89,89,9.469741666666781,155.4793724650502,-0.012981868688574205
2022-03-23,108.99880610820165,1.2247056866090074,53,89,89,9.469741666666781,152.63582828555903,0.015281932347193772
2022-03-24,107.15783620938751,1.204020631566152,53,89,89,9.469741666666781,155.8012744924008,-0.016889817095671944
2022-03-25,107.85950320256937,1.198438924472993,54,90,90,9.469741666666781,156.9128901435347,-0.004635889906552948
2022-03-28,107.28805156700142,1.1920894618555713,54,90,90,9.469741666666781,158.74841423758133,-0.005298111140885853
2022-03-29,107.14916832153715,1.190546314683746,54,90,90,9.469741666666781,161.97017948422473,-0.0012944893996656992
2022-03-30,106.93703549654877,1.1881892832949863,54,90,90,9.469741666666781,160.20396280914724,-0.001979789748360883
2022-03-31,108.85511985785973,1.209501331753997,50,90,90,10.114591666666797,155.93532630494622,0.01793657690625694
2022-04-01,109.53090696394591,1.2036363402631418,51,91,91,10.114591666666797,156.7799398487244,-0.004849098828481613
2022-04-04,108.72520859601272,1.1947825120440958,51,91,91,10.114591666666797,158.98969175344803,-0.007355899720600245
2022-04-05,110.34126237203424,1.212541344747629,51,91,91,10.114591666666797,155.3789033210545,0.014863653028491797
2022-04-06,111.9281813669716,1.229980015021666,51,91,91,10.114591666666797,152.63548021290634,0.01438191806784661
2022-04-07,111.27156504809105,1.2227644510779236,51,91,91,10.114591666666797,153.74245262408394,-0.005866407466478374
2022-04-08,112.73753346885607,1.225407972487566,52,92,92,10.114591666666797,152.9648265069288,0.002161922034380259
2022-04-11,113.8798914034952,1.2378249065597304,52,92,92,10.114591666666797,148.6463110938142,0.010132898064110218
2022-04-12,113.9572617802649,1.2386658889159228,52,92,92,10.114591666666797,147.75907222906335,0.0006794033241177555
2022-04-13,113.77625867550573,1.2366984638641927,52,92,92,10.114591666666797,150.44350624223298,-0.0015883419970916801
2022-04-14,113.8600121751645,1.2376088279909185,52,92,92,10.114591666666797,147.37398574280508,0.0007361245714507803
2022-04-18,113.83699254660544,1.2373586146370157,52,92,92,10.114591666666797,147.28283320940798,-0.00020217482959383748
2022-04-19,113.58730173781917,1.2346445841067302,52,92,92,10.114591666666797,150.88475454934934,-0.002193406582522317
2022-04-20,113.8356111335394,1.2373435992776023,52,92,92,10.114591666666797,150.69520133379578,0.002186066504981099
2022-04-21,113.82157002442341,1.2371909785263413,52,92,92,10.114591666666797,147.22176350254188,-0.00012334548895720499
2022-04-22,113.53778220289733,1.2208363677730896,53,93,93,10.114591666666797,140.8804096300862,-0.01321914808393787
2022-04-25,113.7856942496882,1.2235020887063248,53,93,93,10.114591666666797,141.83875630246686,0.002183520251856308
2022-04-26,112.77316905764337,1.2126147210499287,53,93,93,10.114591666666797,136.84776944985856,-0.00889852805066138
2022-04-27,112.85791046891865,1.2135259190206307,53,93,93,10.114591666666797,137.1674945823775,0.0007514323839916681
2022-04-28,113.65729455757614,1.2221214468556574,53,93,93,10.114591666666797,141.34240520027896,0.007083101976069539
2022-04-29,113.75723142538676,1.2101833130360293,54,94,94,10.759441666666813,134.9417427711502,-0.009768369461433779
2022-05-02,113.95742747844025,1.2123130582812793,54,94,94,10.759441666666813,135.71136777511668,0.0017598534224596563
2022-05-03,114.12775776559738,1.214125082612738,54,94,94,10.759441666666813,136.36617812691682,0.0014946835052884744
2022-05-04,115.22912726054824,1.2258417793675345,54,94,94,10.759441666666813,140.60023513749013,0.009650320978117577
2022-05-05,113.85392832408671,1.211212003447731,54,94,94,10.759441666666813,135.3134801251608,-0.01193447324609187
2022-05-06,114.965299953599,1.2101610521431474,55,95,95,10.759441666666813,134.47592037421984,-0.0008676856748380812
2022-05-09,113.89499569776129,1.198894691555382,55,95,95,10.759441666666813,129.4467239029544,-0.009309802664540512
2022-05-10,113.98671255684322,1.199860132177297,55,95,95,10.759441666666813,129.78230427595815,0.0008052755831811087
2022-05-11,113.30059744873213,1.192637867881391,55,95,95,10.759441666666813,127.27189598016402,-0.006019255163350112
2022-05-12,113.23939251715898,1.1919936054437787,55,95,95,10.759441666666813,127.0479548860991,-0.0005401995483814703
2022-05-13,115.2253886824827,1.200264465442528,56,96,96,10.759441666666813,130.53106481395395,0.0069386781615075055
2022-05-16,115.34500441753632,1.20151046268267,56,96,96,10.759441666666813,129.8721762830413,0.0010381022483094693
2022-05-17,115.90389622348746,1.2073322523279943,56,96,96,10.759441666666813,133.01363798507504,0.004845392384120961
2022-05-18,114.3903082674004,1.191565711118754,56,96,96,10.759441666666813,126.46461079486409,-0.013058991159093924
2022-05-19,114.13038673470062,1.1888581951531314,56,96,96,10.759441666666813,125.53688143894719,-0.0022722338687310994
2022-05-20,115.16138792554199,1.187230803356103,57,97,97,10.759441666666813,125.52605742553897,-0.001368869562125341
2022-05-23,115.92828184889784,1.1951369262772973,57,97,97,10.759441666666813,128.26330661833006,0.006659297331946812
2022-05-24,115.57186007818952,1.1914624750328817,57,97,97,10.759441666666813,126.99114214492381,-0.0030745023131877325
2022-05-25,115.96247592408989,1.1954894425163907,57,97,97,10.759441666666813,128.38535440338495,0.003379852549194151
2022-05-26,116.49355955328005,1.200964531477114,57,97,97,10.759441666666813,131.3877428894757,0.004579788633849224
2022-05-27,117.96563918520138,1.2037310120938916,58,98,98,10.759441666666813,135.21958502733153,0.0023035489760674377
2022-05-31,119.03510894808265,1.2146439688579862,58,98,98,11.452058333333497,134.02706242118563,0.00906594301754482
2022-06-01,118.64989756417424,1.2107132404507575,58,98,98,11.452058333333497,132.6246446632809,-0.003236115691517716
2022-06-02,118.64439809514532,1.2106571234198502,58,98,98,11.452058333333497,135.9137481763995,-4.6350390028204735e-05
2022-06-03,119.74639753868443,1.2095595710978226,59,99,99,11.452058333333497,132.85206198836988,-0.0009065756941381009
